location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
Oklahoma City,45.73029990835099,27.37377922911264,40.14%,65.45%,68.88%,8776,1609352
Las Vegas,84.73339764099656,57.14134372702278,32.56%,63.64%,66.22%,16368,2665856
Louisville,45.47152936063439,25.57806030877038,43.75%,67.99%,68.45%,6864,1218153
Baltimore,45.18070513478875,25.750937007805828,43.00%,72.50%,73.28%,12520,2832217
Milwaukee,53.76351797190328,31.372048526805568,41.65%,72.12%,73.34%,7661,1479990
Albuquerque,50.75650338895786,25.26778580124916,50.22%,82.22%,82.28%,6327,996587
Tucson,51.81143524689002,29.21004034682107,43.62%,70.73%,73.57%,7449,1160030
Fresno,37.66757613023209,21.277636890540894,43.51%,66.19%,70.70%,7567,1260151
Mesa,48.46217090250965,32.38191225875909,33.18%,73.61%,74.48%,5116,857273
Sacramento,61.274966190361546,41.537677526856776,32.21%,73.97%,76.71%,8797,1432222
Atlanta,89.38684668940728,58.851169582315066,34.16%,58.96%,58.07%,31367,6038045
Kansas City,61.366956508563774,32.33563617112937,47.31%,72.70%,72.68%,9296,1564746
Colorado Springs,64.09444634685757,37.544063973955694,41.42%,76.86%,79.99%,4777,768642
Miami,112.3630546386922,78.39725832187423,30.23%,66.48%,67.23%,21138,2081648
Raleigh,52.09854363539571,27.903672851958703,46.44%,71.63%,72.76%,10319,1613876
Omaha,49.80897644407954,29.04020622624154,41.70%,73.58%,74.43%,8156,1123879
Long Beach,54.913373155643356,32.86020154861688,40.16%,68.41%,70.12%,9788,1766637
Virginia Beach,50.108957996395034,33.68677464795438,32.77%,74.37%,73.54%,6423,1152120
Oakland,86.22098273583237,33.458188141941385,61.19%,84.61%,86.26%,9440,1927735
Minneapolis,68.94347501383659,31.52372247678822,54.28%,83.01%,82.81%,10816,1844470
Tulsa,50.24475454454301,30.32770714049864,39.64%,71.16%,70.86%,4819,819685
Arlington,55.44358148061628,30.28035410187789,45.39%,74.86%,74.87%,13324,2331266
Tampa,70.91842214313509,39.57108135243043,44.20%,70.64%,69.36%,9798,1518972
New Orleans,55.430223588721674,34.02751383771426,38.61%,64.50%,63.82%,16403,3995783
Wichita,38.89671456173196,23.422870683388,39.78%,66.57%,65.03%,5192,687379
Cleveland,53.62273767247771,35.05669256955545,34.62%,60.04%,59.67%,9076,1914395
Bakersfield,38.658863339361154,25.946641659996523,32.88%,61.31%,62.86%,5348,877461
Aurora,43.575528705644516,15.54164302284578,64.33%,79.42%,78.68%,678,60204
Anaheim,65.42618892797385,35.71102340266957,45.42%,67.00%,67.59%,8017,935081
Honolulu,138.74715458428466,70.59726918127089,49.12%,82.80%,80.55%,11023,1082960
Santa Ana,44.338230212401236,22.04688534552253,50.28%,65.02%,66.16%,2839,414760
Riverside,44.88094125073949,30.33529436583473,32.41%,67.28%,69.52%,5672,801582
Corpus Christi,49.12921252211579,37.06715171215789,24.55%,55.77%,58.41%,4907,717378
Lexington,41.10802437649468,25.51628106344052,37.93%,62.94%,63.64%,1150,154888
Stockton,40.72111412435699,30.016000809806396,26.29%,56.99%,63.08%,3373,573968
Henderson,71.06613589541547,41.57168765397002,41.50%,68.11%,70.43%,5069,1042955
St Paul,56.36907393154808,23.705116378968434,57.95%,87.06%,85.22%,4128,679555
St Louis,55.64258169949874,28.6276863396483,48.55%,82.29%,81.43%,6760,1171169
Cincinnati,53.57491004879621,24.123161143054013,54.97%,71.51%,71.84%,6572,1007983
Pittsburgh,53.862027908935424,27.189008310147663,49.52%,80.15%,79.37%,8502,1573289
Greensboro,36.24861238207244,26.12990899118629,27.91%,57.89%,59.24%,6765,1719238
Anchorage,108.9509288463633,49.436291562975434,54.63%,92.56%,93.33%,3352,627050
Plano,59.814280530977896,31.377399668806163,47.54%,78.13%,77.35%,4030,713485
Lincoln,52.8451773691119,29.26003879213625,44.63%,65.06%,67.27%,5413,598566
Orlando,91.74751826461221,61.84527646989214,32.59%,62.50%,63.57%,12886,1904062
Irvine,79.485395573292,38.745204574035775,51.25%,81.98%,83.05%,4265,633641
Newark,55.052237795162526,28.15569378569373,48.86%,67.79%,66.73%,5850,1009757
Toledo,40.25198843511439,26.698691268263055,33.67%,69.80%,67.09%,3593,637345
Durham,49.88588772448616,25.036382038922834,49.81%,70.02%,71.04%,5458,1208986
Chula Vista,56.91604585344015,33.00302998047028,42.01%,76.28%,76.74%,2805,410341
Fort Wayne,42.980675308245004,27.85950431333562,35.18%,62.47%,60.69%,3245,417188
Jersey City,58.38354055542897,27.092158992968866,53.60%,80.82%,81.58%,4428,772581
St Petersburg,64.77904482644831,34.39034438972045,46.91%,73.57%,74.86%,3841,739204
Laredo,38.17217661198051,29.195193037949227,23.52%,54.96%,53.45%,2147,288274
Madison,43.96172518812255,17.444995264222648,60.32%,70.58%,74.73%,885,93280
Chandler,59.11120091730158,34.26648080170033,42.03%,74.67%,72.49%,3302,466378
Buffalo,42.450634667994144,27.455688373447078,35.32%,67.76%,68.40%,4929,950359
Lubbock,53.20346791059862,39.29594314279007,26.14%,53.30%,60.90%,5692,726781
Scottsdale,88.43243793181948,46.47290979271774,47.45%,79.66%,79.52%,4535,608724
Reno,57.29182925159854,30.91549508112627,46.04%,78.27%,78.56%,4651,694311
Glendale,55.663841825619365,16.475672537182923,70.40%,78.94%,88.38%,233,26241
Gilbert,65.53379297036426,31.84002643626937,51.41%,74.75%,71.38%,3715,467084
Winston-Salem,38.11491790212524,25.398163988620833,33.36%,59.89%,59.42%,3465,623717
North Las Vegas,46.79543426602376,31.9542998246118,31.71%,64.51%,66.51%,2837,480604
Norfolk,45.23061962245628,32.170337948744304,28.87%,61.32%,63.38%,4993,1229891
Chesapeake,40.88395082745088,25.928394010561448,36.58%,63.44%,63.40%,2186,468695
Garland,35.38990499324425,29.04669705774373,17.92%,59.83%,57.38%,3172,554545
Irving,57.01941618956833,34.077782409469016,40.23%,66.13%,67.34%,3858,662609
Hialeah,34.9143649543038,29.28550759204045,16.12%,67.38%,65.91%,1791,260450
Fremont,79.66311534175006,37.733612903392746,52.63%,83.05%,82.91%,2793,424593
Boise,67.14197818936209,31.145682958316737,53.61%,77.07%,77.83%,3029,474623
Richmond,53.52753140877936,34.86922910976183,34.86%,69.13%,69.13%,8373,1555573
Baton Rouge,43.15033800434144,30.14896893647439,30.13%,50.34%,52.85%,7105,2168687
Spokane,59.25124831184265,36.651216782102324,38.14%,68.12%,69.37%,2208,330489
