location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
NE,54.90052229177026,43.01626496266746,21.65%,53.77%,53.14%,24706,3294981
NH,53.85291040964604,31.7360027843977,41.07%,66.06%,63.17%,11140,1875849
NJ,49.54570248896994,34.063823534863985,31.25%,65.32%,64.54%,103315,18425031
NM,58.709269469433174,42.741378242519396,27.20%,59.08%,58.57%,18599,3322665
NV,80.43501473420896,64.13668382528189,20.26%,53.66%,53.82%,64906,11752094
NY,71.02330526219617,47.62573030727697,32.94%,66.88%,65.82%,300719,61139953
OH,44.84831676366786,34.285094038878604,23.55%,55.66%,55.49%,150595,26735240
OK,52.455856727820645,42.36356418786155,19.24%,47.77%,48.36%,46148,7513303
OR,70.86093823809613,47.82614540566184,32.51%,67.21%,66.54%,46670,9293661
PA,54.429415762148246,40.45060238809809,25.68%,58.83%,58.25%,141813,27985697
PR,45.604782193765104,39.769831866209564,12.79%,66.45%,66.74%,9640,1660317
RI,47.243023622763644,25.620186872936074,45.77%,68.53%,67.21%,12557,2316925
SC,48.364350117175405,37.73053492551169,21.99%,47.68%,47.30%,54332,10032809
SD,68.5302822020799,54.37815275696021,20.65%,51.47%,49.38%,7502,1090522
TN,57.29259411199491,43.01168853991768,24.93%,51.95%,51.07%,90846,16604944
TX,73.2422866392957,53.79127412431882,26.56%,49.67%,49.49%,511189,95997617
UT,69.24064562118646,51.77340370228956,25.23%,60.83%,59.91%,30055,4600483
VA,57.68514724394753,42.18398911527776,26.87%,58.82%,58.23%,105021,20865902
VI,129.38568114549514,100.33597986309162,22.45%,76.54%,75.42%,948,139648
VT,59.86762351973304,31.86586750033626,46.77%,75.51%,71.68%,4983,849326
WA,74.9797483715004,45.738224911758564,39.00%,71.96%,71.66%,84998,15257466
WI,56.51588922047464,39.02622902583707,30.95%,58.30%,58.33%,44981,7589603
WV,46.66470709586277,37.885990200911,18.81%,47.93%,47.11%,17110,2530629
WY,71.74457019419748,64.85905466412179,9.60%,50.91%,50.26%,4097,621131
United States,65.5706499925644,48.37959022156593,26.22%,57.24%,56.76%,4647093,829326779
New York City,85.02651315102557,55.10046988052327,35.20%,70.04%,68.18%,192148,35996914
Los Angeles,102.89469513196056,74.63722254377092,27.46%,63.84%,62.70%,149682,29603485
Chicago,63.66999227913983,42.8585194381181,32.69%,66.84%,65.76%,72868,14838023
Houston,53.93411520418542,47.30376410764859,12.29%,52.60%,52.02%,89069,20910838
Phoenix,61.43405812384253,42.24373706981041,31.24%,62.27%,61.25%,27543,5552277
Philadelphia,54.56455948337743,42.17129127383532,22.71%,63.97%,62.15%,40260,9928526
San Antonio,45.717188661161394,36.53758326400896,20.08%,58.63%,59.17%,39791,7861696
San Diego,79.13747123344724,54.946173978915866,30.57%,69.76%,68.38%,36005,5985903
Dallas,64.93966954723663,50.063694657832215,22.91%,52.28%,51.96%,36168,8369741
San Jose,60.08111803997117,41.828185984049526,30.38%,76.23%,75.32%,15945,2703643
Austin,72.56932927015555,48.43510160021101,33.26%,64.51%,63.84%,34598,6326622
Jacksonville,47.558803681373746,42.96217549689476,9.67%,30.70%,28.68%,772,101712
Fort Worth,51.85572873741314,42.906996156837224,17.26%,52.39%,51.47%,16988,3175684
Columbus,44.185001071777094,32.54747388304463,26.34%,59.47%,58.57%,23552,5183943
San Francisco,111.96343186890068,57.50766981992547,48.64%,81.71%,80.44%,40880,7402101
Charlotte,57.85601490399378,42.01922185465904,27.37%,55.67%,55.36%,21767,5154914
Indianapolis,46.142563322537576,32.950233242502314,28.59%,59.23%,58.03%,19057,3866803
Seattle,98.02998922348013,50.343349536704906,48.64%,82.81%,82.66%,24408,4590975
Denver,81.2783596148262,52.79929651641822,35.04%,68.63%,68.26%,18014,3319490
Washington,80.90598661369657,54.98037872661665,32.04%,74.08%,73.28%,46295,8650614
Boston,74.41073455405605,45.60294686334342,38.71%,72.38%,71.36%,24795,4017293
El Paso,50.866829664153364,41.181871066108386,19.04%,64.07%,64.10%,11096,2049643
Detroit,53.479825854352576,50.02877106536904,6.45%,50.75%,49.55%,11808,2856825
Nashville,72.85289029901485,48.407176551680706,33.55%,58.42%,56.78%,22482,4590841
Portland,79.23447241246485,49.13094337083374,37.99%,77.41%,75.49%,18840,4503739
Memphis,49.530865884859296,39.14575883933191,20.97%,56.98%,56.01%,13114,3108376
Oklahoma City,45.79122949164997,34.983561979783175,23.60%,54.43%,54.63%,10527,2196869
Las Vegas,83.66438441716946,65.86793995998265,21.27%,55.44%,55.85%,20054,3673559
Louisville,45.70206539799306,33.16777893224925,27.43%,57.42%,56.91%,8199,1629863
Baltimore,45.76999997107315,33.961319488271926,25.80%,61.52%,61.39%,15256,3845905
Milwaukee,52.68779044775332,39.87381651962061,24.32%,53.48%,53.81%,9415,2000064
Albuquerque,51.459555089762326,36.89522937975544,28.30%,69.25%,67.55%,7619,1376912
Tucson,53.63942746475728,40.9729780015489,23.61%,60.09%,60.73%,8988,1585602
Fresno,37.95129786077988,28.712459128336448,24.34%,53.73%,56.47%,9045,1670551
Mesa,47.29653067205447,37.40180279925741,20.92%,58.55%,56.69%,6118,1079860
Sacramento,62.505703606319244,55.7533062301179,10.80%,62.42%,60.99%,10667,2007829
Atlanta,89.28158651200494,69.19838139830169,22.49%,49.03%,47.46%,38749,8247231
Kansas City,61.061542400404704,43.011900524887636,29.56%,60.98%,60.49%,11119,2139339
Colorado Springs,64.43595029780968,45.46374526442885,29.44%,70.46%,69.12%,5763,991200
Miami,114.1614996680356,89.35004358803579,21.73%,56.62%,55.03%,26700,2896802
Raleigh,52.26894422221533,34.85870035237962,33.31%,60.15%,61.07%,12214,2213357
Omaha,49.70425997618746,37.57234195676634,24.41%,62.11%,62.34%,9768,1504650
Long Beach,56.06144960770994,40.29102051745036,28.13%,57.60%,56.65%,11694,2383304
Virginia Beach,50.62064809041347,42.45835432924553,16.12%,64.46%,62.74%,7580,1513747
Oakland,86.56927624445456,49.75057503368394,42.53%,74.84%,74.66%,11096,2564620
Minneapolis,68.92051657364652,42.07538082218929,38.95%,67.29%,67.61%,12872,2442351
Tulsa,49.99748782340615,37.093872266645576,25.81%,61.36%,59.08%,5841,1141589
Arlington,56.41178422231367,38.701149624833974,31.40%,65.17%,65.16%,15879,3045361
Tampa,70.8616730041838,48.47859496465398,31.59%,63.21%,61.41%,11939,2112492
New Orleans,56.31009040196884,44.48983189084211,20.99%,50.43%,50.50%,19540,5251488
Wichita,39.696675287203185,31.096387377445442,21.67%,53.96%,53.06%,6191,919861
Cleveland,53.43248584611498,43.66654340719385,18.28%,48.89%,46.88%,10984,2575598
Bakersfield,39.12291687520529,36.8053372323083,5.92%,50.91%,51.21%,6366,1136409
Aurora,42.521596201379474,23.122890012430755,45.62%,72.02%,72.68%,810,79937
Anaheim,65.546769466648,46.215760171662005,29.49%,53.94%,54.00%,9282,1190026
Honolulu,139.65685687378982,106.77254900218622,23.55%,69.77%,65.13%,13320,1429473
Santa Ana,46.2670839404537,30.77610042911303,33.48%,57.84%,57.42%,3339,530803
Riverside,45.32210287189581,40.03472918766861,11.67%,53.48%,55.01%,6739,1058813
Corpus Christi,48.745337793215974,41.47646443527279,14.91%,45.98%,46.24%,5886,918661
Lexington,42.45772116717344,28.663554538592052,32.49%,51.62%,51.15%,1360,196906
Stockton,41.254267829247645,36.62942596279213,11.21%,48.71%,49.06%,3998,767622
Henderson,72.07588914605833,56.85957595598664,21.11%,57.45%,57.34%,6114,1389388
St Paul,55.93767019525425,32.34865005592112,42.17%,72.03%,71.16%,4821,933888
St Louis,54.872947852407634,37.07588439374813,32.43%,69.14%,67.84%,8193,1622464
Cincinnati,55.166012874591885,33.01138762262847,40.16%,58.34%,59.34%,7910,1361118
Pittsburgh,53.70450347778425,36.9975890801977,31.11%,69.55%,66.80%,10241,2122856
Greensboro,36.33953444973153,33.1542935427905,8.77%,48.77%,49.07%,8145,2154195
Anchorage,111.57653804671959,72.202873275676,35.29%,77.05%,74.44%,4012,815381
Plano,60.591662108168975,40.75781639838493,32.73%,67.76%,67.17%,4852,977692
Lincoln,52.90394972406093,37.47258344351108,29.17%,57.21%,59.33%,6426,793960
Orlando,92.53189155909668,70.50354493211266,23.81%,52.20%,51.69%,15682,2553902
Irvine,79.19830446649931,55.96496845685086,29.34%,72.47%,72.15%,5104,901432
Newark,53.47253832147954,36.10098434446442,32.49%,54.84%,53.96%,7103,1364313
Toledo,39.63949943887982,32.94604491951275,16.89%,59.12%,60.90%,4285,842672
Durham,50.8141855196445,36.32660331664717,28.51%,58.48%,58.20%,6482,1539642
Chula Vista,56.12492533324012,44.62786138832621,20.48%,69.38%,71.26%,3349,527932
Fort Wayne,43.1397346837055,33.1361190892096,23.19%,50.70%,46.88%,3860,596001
Jersey City,58.26958922127052,39.851202760786656,31.61%,66.30%,66.76%,5328,1022838
St Petersburg,65.51407830007886,44.735536797321345,31.72%,60.64%,60.30%,4696,1057220
Laredo,37.731020684604175,34.78252930582936,7.81%,36.16%,36.11%,2541,378687
Madison,44.02270534627954,31.312598360922273,28.87%,53.63%,50.58%,1066,116328
Chandler,59.528472125963894,45.30061918853965,23.90%,59.93%,62.34%,3955,632483
Buffalo,43.272447260400284,33.749596641212555,22.01%,58.30%,59.27%,5957,1295979
Lubbock,52.556241085935255,44.823185801451615,14.71%,45.77%,46.79%,6763,933374
Scottsdale,87.49397824506184,61.023973366438796,30.25%,64.63%,64.25%,5311,792042
Reno,58.022148842115186,41.52355941748058,28.43%,66.13%,68.54%,5519,914402
Glendale,55.37196400317197,22.28695280644348,59.75%,68.15%,57.33%,269,44344
Gilbert,64.43003411227303,43.30620493630063,32.79%,64.13%,60.69%,4370,622472
Winston-Salem,38.523198774411355,35.74888842004076,7.20%,50.75%,49.88%,4179,774523
North Las Vegas,46.79847837948692,42.84478286734257,8.45%,51.82%,51.39%,3480,668892
Norfolk,44.99786771763771,38.82174694250793,13.73%,52.29%,50.03%,5937,1552483
Chesapeake,42.02542107601127,34.410430575472205,18.12%,53.86%,52.92%,2585,588937
Garland,36.24284765616056,32.854751939957595,9.35%,48.62%,46.99%,3731,736161
Irving,56.33273153289172,45.60052516027839,19.05%,57.95%,56.84%,4591,842967
Hialeah,34.071091432501106,34.41885849207307,-1.02%,53.82%,51.27%,2182,334635
Fremont,77.09800815838241,46.39312487758768,39.83%,72.98%,73.53%,3390,585141
Boise,67.37866520543443,43.199319515412654,35.89%,65.40%,65.58%,3568,633684
Richmond,53.15354169942577,42.678059791000706,19.71%,55.72%,54.97%,9988,2117126
Baton Rouge,42.00875928546822,35.70530340893661,15.01%,38.46%,38.67%,8700,2855606
Spokane,59.825042058497566,44.18662041732978,26.14%,59.22%,57.77%,2734,455938
