location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
San Antonio,45.40885348565488,29.583440376161143,34.85%,69.42%,70.25%,35893,6299294
San Diego,79.33076230231374,43.62393310162155,45.01%,80.52%,81.96%,32768,4788955
Dallas,64.57029342717335,39.7111807452666,38.50%,66.47%,66.98%,31947,6533744
San Jose,60.012982070069675,28.67681350363594,52.22%,85.75%,86.27%,14626,2259590
Austin,72.52222865122562,38.626923086347425,46.74%,74.07%,76.18%,31276,5023631
Jacksonville,47.97737606562372,38.449247780687415,19.86%,38.02%,54.04%,706,85145
Fort Worth,51.66320830315832,33.82570473995585,34.53%,64.73%,66.46%,15416,2540062
Columbus,44.570179802625134,25.194489145199856,43.47%,70.32%,71.84%,21613,4224807
San Francisco,112.97805779577342,44.67279101452962,60.46%,91.96%,92.08%,34090,4580177
Charlotte,57.28510541293355,32.327675306446245,43.57%,67.64%,69.47%,19607,4004882
Indianapolis,46.778529265899,26.150438715590287,44.10%,72.31%,74.06%,17343,3096287
Seattle,98.70392056657046,34.56653259264477,64.98%,93.01%,93.17%,22280,3610486
Denver,81.23306229985809,39.960607340361264,50.81%,78.92%,80.98%,16078,2537887
Washington,80.08059439956179,42.2822774092005,47.20%,83.76%,84.35%,42520,7067876
Boston,74.25119152753317,33.910985443356644,54.33%,84.18%,83.55%,22706,3214681
El Paso,51.10619223165629,32.180294731716856,37.03%,77.37%,80.46%,10002,1667074
Detroit,53.46308528055597,42.68256521009706,20.16%,65.92%,62.83%,10555,2217892
Nashville,72.99073890713302,38.92104312363996,46.68%,70.55%,72.14%,20517,3674575
Portland,79.71026998160076,38.07263740578629,52.24%,86.57%,86.14%,17133,3513637
Memphis,49.806428648078445,33.462580520817454,32.81%,67.29%,66.30%,11730,2465068
Oklahoma City,46.062045973974826,28.55961646081852,38.00%,64.70%,67.44%,9533,1730084
Las Vegas,83.12982673291457,55.83779604646367,32.83%,66.26%,68.64%,17746,2849841
Louisville,45.3928385349636,25.494273314104824,43.84%,68.86%,69.31%,7476,1287501
Baltimore,45.37775003286707,24.515502238038803,45.97%,71.32%,74.23%,13584,3069775
Milwaukee,52.93257522358804,31.11124998824299,41.22%,71.28%,73.25%,8370,1543827
Albuquerque,51.34061664685159,25.626846187107763,50.08%,82.11%,82.37%,6911,1099308
Tucson,53.70529584921568,30.358204329351214,43.47%,72.37%,75.97%,8070,1245783
Fresno,37.95559881949297,21.27063163858645,43.96%,66.14%,71.54%,8230,1373409
Mesa,48.72708199611618,32.436085686207875,33.43%,73.13%,73.23%,5551,900748
Sacramento,61.719236029508245,40.7320819581049,34.00%,73.97%,76.15%,9586,1618594
Atlanta,88.83482859418005,57.63353385056405,35.12%,59.96%,60.12%,33976,6442925
Kansas City,61.25355394585301,33.30090862594146,45.63%,73.47%,73.24%,10142,1663543
Colorado Springs,64.6110052413499,36.61528440241458,43.33%,78.29%,82.29%,5185,821225
Miami,113.63156619231144,77.90569674577526,31.44%,67.13%,69.50%,22935,2259340
Raleigh,52.55079313992788,28.20255443148568,46.33%,71.38%,71.41%,11252,1753573
Omaha,49.488285660681065,28.998977685123958,41.40%,74.21%,73.79%,8890,1204424
Long Beach,55.52167029327989,31.387109914947267,43.47%,69.61%,71.80%,10586,1983984
Virginia Beach,49.69786481928882,33.140358727060296,33.32%,75.12%,73.22%,6922,1240082
Oakland,86.81222214384096,33.412415856819266,61.51%,85.12%,86.25%,10284,2063483
Minneapolis,69.67250110106461,31.935604588916608,54.16%,82.82%,82.71%,11792,1968843
Tulsa,49.89064300726072,30.28329981704811,39.30%,71.19%,69.61%,5226,862204
Arlington,56.179883717113256,30.316735457058073,46.04%,76.29%,76.24%,14573,2483162
Tampa,70.65201095895985,39.247408024960926,44.45%,71.78%,70.51%,10567,1645447
New Orleans,55.687303912073595,35.140268389004035,36.90%,65.09%,65.95%,17886,4297553
Wichita,39.381471545056044,23.42347186333262,40.52%,66.94%,64.67%,5698,756365
Cleveland,53.51823908800003,35.093122417776804,34.43%,62.10%,61.47%,9871,2072114
Bakersfield,39.336114203900095,27.223863617734718,30.79%,61.28%,62.16%,5803,945522
Aurora,42.77308904404946,18.55588238677138,56.62%,79.42%,81.52%,740,66187
Anaheim,65.7216055575142,37.666343446823646,42.69%,68.61%,67.18%,8694,994002
Honolulu,140.19795082585765,73.45349005820354,47.61%,82.77%,82.02%,12005,1156199
Santa Ana,46.27004894564423,22.824601228340587,50.67%,67.53%,68.42%,3055,445428
Riverside,45.42149129717482,30.92802927983339,31.91%,66.44%,70.53%,6181,867634
Corpus Christi,48.96180929260552,37.53275876784196,23.34%,55.98%,58.19%,5357,771212
Lexington,41.90699673014851,23.380348889478487,44.21%,65.45%,65.60%,1258,164314
Stockton,41.57481007211535,29.93120960234992,28.01%,59.66%,64.60%,3640,632910
Henderson,73.23838429678516,40.60221145389586,44.56%,70.41%,73.50%,5464,1115953
St Paul,55.51707623296753,23.839148861055108,57.06%,86.21%,84.59%,4485,733574
St Louis,54.84636759245163,27.941355263310705,49.06%,82.79%,83.30%,7351,1264107
Cincinnati,55.216579002634525,24.932079611429323,54.85%,72.20%,73.23%,7170,1071312
Pittsburgh,53.8756075165779,28.964863646508785,46.24%,79.58%,78.81%,9291,1639803
Greensboro,36.390557390665954,26.139451868203558,28.17%,58.03%,60.03%,7335,1817142
Anchorage,109.6078193300137,48.21859559978029,56.01%,91.74%,90.43%,3636,659981
Plano,61.11559419854553,31.352689442851702,48.70%,76.84%,78.53%,4447,808702
Lincoln,54.263062381338685,31.684662883253697,41.61%,65.79%,68.18%,5928,637540
Orlando,91.44587956133086,59.12744060221151,35.34%,64.03%,63.20%,14010,1999904
Irvine,78.89128535931792,39.670049036005686,49.72%,82.20%,83.22%,4639,686629
Newark,52.939936827380116,27.26886291500748,48.49%,68.04%,68.76%,6346,1131365
Toledo,39.64273259077449,26.88181974639761,32.19%,67.85%,69.95%,3912,685050
Durham,49.45305447704895,25.414361072090077,48.61%,70.24%,70.40%,5951,1316797
Chula Vista,56.50199232643767,34.61823742170237,38.73%,76.86%,79.84%,3044,446447
Fort Wayne,42.72289810716026,28.401518030177087,33.52%,63.32%,66.51%,3523,470370
Jersey City,59.682738763143746,28.1599361328313,52.82%,81.79%,83.04%,4808,816453
St Petersburg,64.87114432032699,33.496448412772516,48.36%,73.34%,76.66%,4154,856296
Laredo,38.00259315229626,29.306793696978094,22.88%,59.48%,62.15%,2318,315307
Madison,44.39641895665616,20.382750357954414,54.09%,69.24%,75.05%,966,98703
Chandler,58.71567704019228,34.5990387117629,41.07%,74.52%,73.66%,3587,514166
Buffalo,43.57232295338859,27.95613755051005,35.84%,68.78%,68.66%,5357,1035380
Lubbock,52.580938574784014,39.690844282039315,24.51%,50.71%,59.19%,6226,767954
Scottsdale,88.04111794409381,47.56886074489854,45.97%,79.00%,80.92%,4897,644989
Reno,57.87428128603679,31.75435334208229,45.13%,77.97%,77.35%,5023,738207
Glendale,56.861927495670436,17.52534624325546,69.18%,88.69%,87.23%,246,33916
Gilbert,63.72023179267196,32.149606420637056,49.55%,76.00%,76.08%,4017,493987
Winston-Salem,37.86824958209053,25.73324441864057,32.05%,59.42%,58.49%,3782,661122
North Las Vegas,46.78751717396327,32.635629656350645,30.25%,64.21%,65.46%,3053,527849
Norfolk,45.08994890085899,32.23080877989733,28.52%,61.59%,62.33%,5439,1319296
Chesapeake,41.725893644838365,27.824218894426217,33.32%,62.40%,60.27%,2342,481817
Garland,36.189906623516286,28.674923532191812,20.77%,59.91%,56.21%,3443,587221
Irving,56.263114575008316,33.340665713362725,40.74%,66.47%,67.59%,4194,709778
Hialeah,33.0009775461521,25.495236601698423,22.74%,67.00%,68.08%,1944,267388
Fremont,78.10958291663398,35.6426885602653,54.37%,82.63%,82.91%,3031,471974
Boise,66.87189319545918,30.61923596284193,54.21%,77.42%,77.33%,3275,502409
Richmond,53.194664674746114,33.97045452841844,36.14%,68.96%,68.26%,9090,1690440
Baton Rouge,42.64352182591947,30.181550532903266,29.22%,50.81%,54.96%,7705,2353357
Spokane,59.473229601836564,36.94028475219048,37.89%,68.44%,71.60%,2415,364750
