location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
Denver,81.28668607395059,52.745680134654656,35.11%,68.44%,68.18%,17976,3306597
Washington,80.94330549868326,54.838550198383025,32.25%,74.19%,73.47%,46238,8626904
Boston,74.41960412455124,45.4361901363186,38.95%,72.82%,71.64%,24744,4003893
El Paso,50.87607627178954,41.143807388923996,19.13%,64.31%,64.18%,11077,2042534
Detroit,53.47836399708826,50.11852919363129,6.28%,50.86%,48.76%,11792,2848110
Nashville,72.73961374078692,48.75020129064543,32.98%,58.87%,57.02%,22450,4571644
Portland,79.20128510183315,48.695702231013755,38.52%,77.59%,75.71%,18810,4487833
Memphis,49.51741757483349,39.20071963173145,20.83%,57.12%,56.25%,13091,3099722
Oklahoma City,45.79102607819839,34.83910379701899,23.92%,54.43%,55.09%,10512,2188926
Las Vegas,83.69205444154035,65.80257745895044,21.38%,55.30%,55.90%,20020,3660519
Louisville,45.688505298519495,32.85156764521997,28.10%,57.31%,56.89%,8191,1627066
Baltimore,45.70026838750165,33.8942295499982,25.83%,61.76%,61.55%,15217,3830281
Milwaukee,52.68055876073141,39.754671413265015,24.54%,53.50%,54.36%,9417,1993186
Albuquerque,51.52680911920349,36.944849692348214,28.30%,69.79%,67.80%,7616,1372170
Tucson,53.63217953685256,40.691639558481995,24.13%,60.23%,60.23%,8976,1580092
Fresno,37.950286047490614,28.82723221503225,24.04%,53.93%,56.26%,9032,1666100
Mesa,47.29300589137927,37.465520620122156,20.78%,58.69%,56.78%,6110,1076243
Sacramento,62.55675573536562,55.46412298615871,11.34%,62.44%,61.08%,10643,2001532
Atlanta,89.23252250471998,69.24171020198912,22.40%,49.13%,47.74%,38693,8215337
Kansas City,61.05840096396104,42.86684377498774,29.79%,60.98%,60.52%,11105,2129648
Colorado Springs,64.44196365946503,45.32522222721596,29.67%,70.31%,68.16%,5756,987131
Miami,114.21288034225691,89.42541226717178,21.70%,56.91%,55.59%,26662,2891319
Raleigh,52.23052742361072,34.647666307062586,33.66%,60.35%,61.08%,12191,2206413
Omaha,49.69240500995103,37.4321800946806,24.67%,62.42%,62.43%,9757,1504077
Long Beach,56.058352333749845,40.09845661486564,28.47%,58.20%,56.87%,11670,2375830
Virginia Beach,50.61402054182122,42.28656308522747,16.45%,64.79%,63.10%,7575,1509535
Oakland,86.59032668458012,49.15076079710124,43.24%,74.88%,74.73%,11080,2557225
Minneapolis,68.9220843250516,41.875883745549935,39.24%,67.40%,67.69%,12850,2434099
Tulsa,50.00126000518962,37.012003886527225,25.98%,61.45%,58.16%,5834,1137218
Arlington,56.4095770733361,38.585818307306205,31.60%,65.19%,65.29%,15859,3035037
Tampa,70.87967318084755,48.41056141579494,31.70%,63.01%,61.04%,11913,2104703
New Orleans,56.32877511272108,44.585539659109365,20.85%,50.53%,50.43%,19512,5236430
Wichita,39.67962755637151,31.04358920968421,21.76%,54.54%,52.84%,6190,916213
Cleveland,53.43556807773857,43.62552840562462,18.36%,48.98%,46.94%,10965,2567670
Bakersfield,39.12553953924674,36.831287870574435,5.86%,50.96%,51.34%,6355,1136591
Aurora,42.53207579082797,23.52094863648994,44.70%,71.60%,72.44%,809,79514
Anaheim,65.42644675292688,46.113824295877116,29.52%,53.99%,53.89%,9270,1186521
Honolulu,139.74571590662796,106.37115247570793,23.88%,70.31%,65.13%,13298,1424938
Santa Ana,46.25128927702464,30.522150930457684,34.01%,57.48%,57.12%,3332,529497
Riverside,45.317563991950294,39.96559199306828,11.81%,53.58%,55.57%,6736,1055561
Corpus Christi,48.74295540355526,41.5392797862757,14.78%,45.61%,45.98%,5881,916290
Lexington,42.45772116717344,28.527602776227546,32.81%,51.30%,51.01%,1360,196449
Stockton,41.2264483504776,36.562681148878546,11.31%,49.06%,49.06%,3994,765783
Henderson,72.16127398241727,56.587551984140006,21.58%,57.64%,58.15%,6101,1387338
St Paul,55.94318070164297,32.22539562119208,42.40%,72.30%,71.78%,4813,931004
St Louis,54.8790346806729,36.93694696762096,32.69%,69.21%,68.41%,8179,1616183
Cincinnati,55.22885235200868,32.92402402944484,40.39%,58.60%,59.85%,7901,1356314
Pittsburgh,53.92106759581602,36.92640146915164,31.52%,69.77%,67.02%,10219,2115349
Greensboro,36.329581776446254,33.199907505825045,8.61%,49.07%,49.38%,8131,2149322
Anchorage,111.3959668356802,72.11858818092949,35.26%,77.51%,75.00%,4002,814309
Plano,60.74250665799606,41.01626803514797,32.48%,67.93%,67.57%,4846,976938
Lincoln,52.89192944557909,37.226631550949286,29.62%,57.55%,59.40%,6423,790828
Orlando,92.56538586449688,70.23565439053807,24.12%,52.37%,51.65%,15660,2542264
Irvine,79.21378587140747,55.608801641326245,29.80%,72.94%,72.62%,5096,897545
Newark,53.467245521663244,35.730533202654165,33.17%,55.22%,54.25%,7079,1360024
Toledo,39.63949943887982,32.98562183094301,16.79%,58.70%,60.51%,4277,839926
Durham,50.791146828678535,36.36713396565485,28.40%,58.64%,58.34%,6477,1535862
Chula Vista,56.12492533324012,43.756128538922404,22.04%,69.38%,71.29%,3346,527000
Fort Wayne,43.1397346837055,33.29861230170151,22.81%,50.70%,46.88%,3854,593983
Jersey City,58.3411152370707,39.81327509934904,31.76%,66.16%,66.63%,5325,1021504
St Petersburg,65.52793411390769,44.377386792019294,32.28%,61.96%,60.43%,4681,1054496
Laredo,37.72188624807861,34.782366466423895,7.79%,37.30%,36.27%,2537,377451
Madison,44.01418998891225,31.024616718496123,29.51%,54.65%,51.72%,1068,116053
Chandler,59.52847212596389,45.514651148426964,23.54%,59.74%,61.89%,3953,636414
Buffalo,43.29698131601371,33.63769993248771,22.31%,58.07%,58.86%,5950,1291545
Lubbock,52.43117663443999,44.903116949293576,14.36%,45.54%,46.18%,6753,930205
Scottsdale,87.53489617626086,60.89044683359788,30.44%,64.62%,64.08%,5310,788615
Reno,58.016529300353184,41.633283455052265,28.24%,66.35%,68.54%,5518,911691
Glendale,54.09420317634121,26.96256856467637,50.16%,74.66%,77.27%,283,50787
Gilbert,64.43666155927589,43.19793641859202,32.96%,63.38%,60.58%,4363,620482
Winston-Salem,38.50805256540732,35.72468469057547,7.23%,50.65%,49.74%,4173,773589
North Las Vegas,46.793824628355125,42.738912388769506,8.67%,52.07%,51.39%,3474,667811
Norfolk,44.960732136128186,38.685719567890786,13.96%,52.34%,50.24%,5926,1548991
Chesapeake,42.0377300724096,34.50273641586242,17.92%,53.60%,52.77%,2579,587319
Garland,36.308191171650755,32.76922248256993,9.75%,47.55%,45.67%,3728,735710
Irving,56.316297575019846,45.38256107711791,19.41%,57.95%,56.84%,4587,840833
Hialeah,34.071091432501106,34.17957500270764,-0.32%,54.93%,52.69%,2179,333737
Fremont,77.09800815838241,46.07683825523785,40.24%,73.43%,73.72%,3391,583881
Boise,67.38278933296586,43.148859648946036,35.96%,65.95%,66.23%,3562,631744
Richmond,53.13045912169358,42.77170503252903,19.50%,55.79%,55.33%,9976,2110830
Baton Rouge,41.9952241636256,35.778867617361854,14.80%,38.48%,38.83%,8690,2849793
Spokane,59.825042058497566,44.18224471601953,26.15%,59.70%,57.82%,2728,454283
