location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
Buffalo,43.622193292788715,35.172011475729136,19.37%,55.76%,57.49%,5921,1287062
Lubbock,52.49829770556125,48.099206273180634,8.38%,44.08%,42.74%,6655,933823
Scottsdale,88.07411257087381,63.874750137986425,27.48%,62.46%,64.29%,5269,786559
Reno,57.921102613390815,42.52929750236431,26.57%,65.16%,66.35%,5477,907373
Glendale,54.3647369121629,29.993879381789466,44.83%,73.52%,63.16%,281,51025
Gilbert,63.998106371372096,45.68106719404082,28.62%,59.96%,58.47%,4320,625737
Winston-Salem,38.791529419862684,37.312649756868794,3.81%,48.23%,48.06%,4116,770406
North Las Vegas,47.924502529181154,44.63056705838104,6.87%,52.07%,52.01%,3458,683620
Norfolk,45.3338531105667,38.351273923950174,15.40%,52.16%,50.92%,5890,1532146
Chesapeake,42.21983747205475,38.89301274345416,7.88%,51.42%,53.33%,2555,591512
Garland,35.800073295329454,34.5576911609903,3.47%,46.05%,45.72%,3671,744518
Irving,55.94869185002089,47.875260197833434,14.43%,57.90%,57.50%,4591,861771
Hialeah,34.00327514039591,35.11556974292901,-3.27%,52.85%,50.61%,2197,348509
Fremont,78.29223723257186,48.765589063723105,37.71%,74.13%,73.72%,3391,582108
Boise,68.72637230795576,46.075691675150004,32.96%,62.10%,64.48%,3543,640936
Richmond,52.530503699804704,43.54519465969039,17.10%,54.87%,54.21%,9883,2112191
Baton Rouge,42.1483352671783,37.30557955661187,11.49%,37.89%,37.89%,8610,2785186
Spokane,60.57002065469789,45.823215051780565,24.35%,55.31%,49.61%,2705,469153
